src 104.85.118.250
7: 198.108.22.97 9.178
8: 206.121.76.37 10.124
9: 12.122.99.30 8.926
10: 12.122.133.161 12.028
11: 192.205.32.194 10.482
12: 129.250.2.26 10.143
13: 129.250.2.138 30.096
14: 129.250.2.22 30.957
15: 96.16.150.172 30.165
src 96.16.150.172
1: 69.172.135.33 1.567
2: 10.100.101.37 1.416
3: 10.100.101.60 26.409
4: 10.100.101.49 27.372
5: 69.172.135.177 28.227
6: 69.172.128.13 40.081
7: 108.60.130.141 41.908
8: 108.60.141.134 44.189
9: 69.9.32.101 57.539
10: 108.60.128.69 40.786
11: 129.250.194.105 55.406
12: 129.250.6.208 38.854
13: 129.250.2.149 49.454
14: 129.250.2.20 43.429
15: 96.16.150.172 44.129
src 96.16.150.172
1: 162.223.16.141 1.225
2: 62.115.57.85 2.444
3: 129.250.8.153 2.926
4: 129.250.3.97 14.976
5: 129.250.2.149 9.493
6: 129.250.2.20 8.784
7: 96.16.150.172 8.819
src 96.16.150.172
1: 192.94.214.254 3.255
2: 192.70.178.1 3.868
3: 165.117.254.93 5.652
4: 216.156.0.33 9.521
5: 207.88.14.161 6.884
6: 129.250.8.181 8.415
7: 96.16.150.172 7.072
src 96.16.150.172
1: 199.115.158.226 6.489
2: 173.205.57.33 0.716
3: 173.241.130.6 1.139
4: 96.16.150.172 1.133
src 96.16.150.172
1: 65.22.12.226 0.615
2: 38.104.95.233 0.895
3: 154.54.45.157 1.061
4: 154.54.12.238 0.885
5: 129.250.2.184 0.871
6: 129.250.2.86 25.295
7: 129.250.2.22 25.417
8: 96.16.150.172 26.921
src 23.21.207.234
1: 38.103.8.17 0.874
2: 64.124.201.81 0.5
3: 64.125.24.254 1.175
4: 64.125.31.129 2.293
5: 64.125.31.42 2.337
6: 64.125.12.30 2.641
7: ***
8: ***
9: 54.239.110.171 19.636
10: 54.239.111.27 3.378
11: 205.251.244.195 3.265
12: ***
13: ***
14: ***
15: ***
16: ***
255: ***
src 96.17.10.65
1: 38.103.8.17 1.19
2: 64.124.201.81 1.28
3: 64.125.24.254 1.633
4: 64.125.31.105 1.239
5: 64.125.24.9 1.532
6: 64.125.20.118 2.853
7: 192.205.36.125 6.101
8: 12.122.134.186 24.288
9: ***
10: 12.122.85.97 25.668
11: 12.120.5.186 23.805
12: 12.120.85.84 27.164
13: 96.17.10.65 23.271
src 96.17.10.65
1: 128.210.125.1 0.907
2: 192.5.40.8 3.036
3: 192.5.40.82 2.331
4: 38.104.214.6 2.956
5: 38.104.214.5 3.061
6: 154.24.38.29 3.017
7: 154.54.3.29 6.274
8: 154.54.43.241 9.528
9: 154.54.46.178 9.979
10: 154.54.12.86 11.042
11: 12.122.132.122 12.056
12: 12.122.132.57 9.855
13: 12.120.5.190 9.894
14: 12.120.85.94 13.215
15: 96.17.10.65 9.215
src 96.17.10.65
1: 204.124.19.98 18.867
2: 208.185.21.173 7.407
3: 64.125.28.14 60.752
4: 64.125.25.166 3.84
5: 64.125.25.137 6.609
6: 64.125.31.15 3.539
7: 64.125.12.118 8.233
8: 12.122.114.54 83.687
9: ***
10: 12.122.85.97 63.971
11: 12.120.5.186 76.939
12: 12.120.85.84 62.1
13: 96.17.10.65 72.385
src 96.17.10.65
1: 204.115.118.2 0.85
2: 63.234.91.241 4.752
3: 67.14.5.98 8.086
4: 63.146.26.2 7.767
5: 12.122.131.86 27.095
6: ***
7: 12.122.132.57 29.517
8: 12.120.5.190 26.485
9: 12.120.85.94 31.099
10: 96.17.10.65 26.602
src 96.17.10.65
1: 10.0.1.1 0.628
2: 128.4.25.1 1.039
3: 128.175.111.135 1.33
4: 128.175.111.134 6.309
5: 128.175.111.21 1.607
6: 128.175.111.101 1.501
7: 50.204.84.241 2.074
8: 68.85.159.217 2.159
9: 69.139.192.109 4.844
10: 68.86.93.173 7.952
11: 68.86.84.242 7.171
12: 192.205.37.33 11.534
13: 12.122.131.86 28.205
14: ***
15: 12.122.132.57 27.925
16: 12.120.5.190 26.167
17: 12.120.85.94 33.184
18: 96.17.10.65 26.859
src 96.17.10.65
1: 128.3.124.1 8.253
2: 131.243.244.130 0.537
3: 198.129.78.21 2.452
4: 134.55.38.146 2.598
5: 66.220.6.249 2.639
6: 64.62.171.66 5.417
7: 12.122.114.54 54.803
8: ***
9: 12.122.85.97 52.339
10: 12.120.5.186 51.666
11: 12.120.85.84 52.194
12: 96.17.10.65 51.698
src 23.192.245.221
1: 38.103.8.17 0.956
2: 64.124.201.81 0.631
3: 64.125.24.254 1.085
4: 64.125.31.105 13.042
5: 64.125.24.9 1.405
6: 64.125.20.118 6.882
7: 64.125.12.174 2.312
8: 89.149.130.5 74.864
9: 23.192.245.221 75.8
src 23.198.247.241
1: 38.103.8.17 0.655
2: 206.126.236.175 3.537
3: 209.197.0.116 9.698
4: 209.197.26.5 15.611
5: 23.198.247.241 16.145
src 23.198.247.241
1: 204.124.19.98 8.711
2: 208.185.21.173 5.412
3: 64.125.28.69 5.924
4: 64.125.31.229 7.744
5: 64.125.31.226 8.722
6: 64.125.31.13 8.861
7: 216.221.158.109 6.788
8: 89.149.182.237 424.928
9: 173.205.60.142 78.483
10: 23.198.247.241 79.036
src 23.198.247.241
1: 204.115.118.2 0.895
2: 63.234.91.241 4.61
3: 67.14.5.26 4.98
4: 154.54.10.49 5.021
5: 154.54.47.17 4.995
6: 154.54.40.106 11.916
7: 154.54.7.158 23.22
8: 154.54.6.102 22.76
9: 38.122.47.42 22.044
10: 23.198.247.241 22.71
src 23.198.247.241
1: 128.210.125.1 0.946
2: 192.5.40.10 1.326
3: 192.5.40.65 2.934
4: 192.5.40.82 2.399
5: 149.165.183.90 7.942
6: 206.223.119.10 8.039
7: 209.197.20.32 7.297
8: 209.197.0.189 30.498
9: 69.16.190.26 32.992
10: 23.198.247.241 39.779
src 23.198.247.241
1: 10.0.1.1 3.314
2: 128.4.25.1 22.619
3: 128.175.111.135 1.609
4: 128.175.111.137 2.394
5: 38.112.7.61 3.247
6: 154.54.1.253 3.15
7: 154.54.42.89 7.213
8: 154.54.7.158 18.261
9: 154.54.6.102 18.095
10: 38.122.47.42 18.019
11: 23.198.247.241 18.592
src 23.203.240.116
1: 38.103.8.17 0.686
2: 206.126.236.175 2.776
3: 209.197.0.114 73.96
4: 69.16.191.126 71.628
5: 209.197.0.66 81.675
6: 209.197.6.18 78.989
7: 209.234.240.251 77.028
8: 23.203.240.116 77.137
src 23.203.240.116
1: 204.124.19.98 7.645
2: 208.185.21.173 2.031
3: 64.125.28.69 3.044
4: 64.125.31.229 3.956
5: 64.125.31.226 3.887
6: 64.125.25.54 33.331
7: 64.125.12.78 43.146
8: 67.14.34.54 34.805
9: 63.150.8.182 35.421
10: 23.203.240.116 34.376
src 23.203.240.116
1: 204.115.118.2 3.038
2: 63.234.91.241 4.717
3: 67.14.34.54 70.376
4: 63.150.8.182 69.096
5: 23.203.240.116 69.09
src 23.203.240.116
1: 128.210.125.1 1.559
2: 192.5.40.10 1.166
3: 192.5.40.65 2.831
4: 192.5.40.82 2.276
5: 149.165.183.90 7.012
6: 206.223.119.10 7.731
7: 209.197.20.32 8.038
8: 209.197.20.41 63.364
9: 209.197.4.6 63.181
10: 209.197.0.66 77.146
11: 209.197.6.18 71.851
12: 209.234.240.251 71.485
13: 23.203.240.116 71.398
src 23.203.240.116
1: 128.3.124.1 7.923
2: 131.243.244.130 0.526
3: 198.129.78.21 2.462
4: 134.55.38.146 2.562
5: 198.129.44.34 2.651
6: ***
7: 63.150.8.182 3.281
8: 23.203.240.116 3.184
src 23.203.240.116
1: 10.0.1.1 0.651
2: 128.4.25.1 1.034
3: 128.175.111.135 1.323
4: 128.175.111.137 2.557
5: 128.175.111.139 2.603
6: 128.175.111.101 2.432
7: 50.204.84.241 19.546
8: 68.85.159.217 3.152
9: 69.139.192.109 5.689
10: 68.86.93.173 8.638
11: 68.86.85.202 28.534
12: 68.86.85.170 51.095
13: 68.86.86.78 50.704
14: 68.86.85.153 75.963
15: 68.86.87.158 78.191
16: 68.86.88.206 77.15
17: 50.248.117.126 77.092
18: 23.203.240.116 77.834
src 23.203.240.116
1: 209.58.135.172 0.342
2: 209.58.135.198 1.112
3: 209.58.135.207 1.907
4: 206.223.116.234 1.067
5: 209.197.6.18 1.068
6: 209.234.240.251 1.522
7: 23.203.240.116 1.541
src 23.203.240.116
1: 162.223.16.141 1.013
2: 204.238.76.49 0.864
3: 204.238.76.54 4.811
4: 209.197.18.89 33.44
5: 209.197.4.6 76.987
6: 209.197.0.66 86.26
7: 209.197.6.18 86.688
8: 209.234.240.251 84.499
9: 23.203.240.116 84.279
src 23.203.240.116
1: 192.94.214.254 5.897
2: 192.70.178.1 6.275
3: 165.117.254.93 6.343
4: 216.156.0.33 13.987
5: 207.88.14.161 9.195
6: 154.54.9.5 11.814
7: 154.54.31.105 11.255
8: 154.54.82.249 19.739
9: 154.54.6.221 80.936
10: 154.54.42.165 44.464
11: 154.54.30.53 78.123
12: 154.54.28.34 85.103
13: 154.54.6.106 83.41
14: 38.104.138.182 101.709
15: 209.234.240.251 78.421
16: 23.203.240.116 78.715
src 23.203.240.116
1: 69.172.135.33 11.167
2: 10.100.101.37 1.533
3: 10.100.101.60 23.843
4: 10.100.101.49 24.459
5: 69.172.135.177 24.935
6: 69.172.128.13 41.663
7: 108.60.130.141 42.21
8: 69.9.32.222 50.49
9: 208.68.168.150 50.387
10: 208.78.26.234 66.407
11: 206.223.119.10 63.679
12: 209.197.20.32 56.77
13: 209.197.20.41 112.197
14: 209.197.4.6 104.8
15: 209.197.0.66 128.382
16: 209.197.6.18 117.987
17: 209.234.240.251 119.015
18: 23.203.240.116 126.626
src 23.203.216.214
1: 38.103.8.17 1.491
2: 206.126.236.175 3.265
3: 209.197.0.114 3.168
4: 69.16.191.126 70.091
5: 209.197.0.66 78.175
6: 209.197.6.18 75.614
7: 209.234.240.251 73.271
8: 23.203.216.214 73.601
src 23.203.216.214
1: 204.124.19.98 11.243
2: 208.185.21.173 3.084
3: 64.125.28.14 4.906
4: 64.125.31.45 10.697
5: 64.125.25.54 35.98
6: 64.125.12.78 62.568
7: 67.14.34.54 35.702
8: 63.150.8.182 37.581
9: 23.203.216.214 39.857
src 23.203.216.214
1: 128.210.125.1 3.09
2: 192.5.40.10 1.66
3: 192.5.40.65 4.001
4: 192.5.40.82 2.385
5: 149.165.183.90 6.991
6: 206.223.119.96 7.339
7: 209.197.20.41 52.442
8: 209.197.4.6 52.631
9: 209.197.0.66 60.91
10: 209.197.6.18 89.223
11: 209.234.240.251 60.869
12: 23.203.216.214 60.792
src 23.203.216.214
1: 10.0.1.1 0.586
2: 128.4.25.1 1.076
3: 128.175.111.135 1.422
4: 128.175.111.137 2.649
5: 128.175.111.139 2.827
6: 128.175.111.101 11.792
7: 50.204.84.241 3.231
8: 68.85.159.217 3.235
9: 69.139.192.109 5.749
10: 68.86.93.173 8.801
11: 68.86.85.202 29.197
12: 68.86.85.170 50.525
13: 68.86.86.78 51.312
14: 68.86.85.153 76.59
15: 68.86.87.158 79.923
16: 68.86.88.206 77.714
17: 50.248.117.126 77.64
18: 23.203.216.214 78.444
src 54.175.242.145
1: 38.103.8.17 32.059
2: 64.124.201.81 0.537
3: 64.125.24.254 1.206
4: 64.125.31.129 1.746
5: 64.125.31.42 2.318
6: 64.125.12.30 2.715
7: ***
8: ***
9: 54.239.110.177 9.096
10: 54.239.111.17 3.347
11: 205.251.244.197 3.417
12: ***
13: ***
14: ***
15: ***
16: ***
255: ***
src 54.175.242.145
1: 128.210.125.1 0.794
2: 192.5.40.8 1.452
3: 192.5.40.86 21.552
4: 149.165.254.186 6.909
5: 64.57.28.10 23.554
6: 198.71.46.11 25.686
7: ***
8: ***
9: 54.239.110.133 46.934
10: 54.239.111.21 24.713
11: 205.251.244.199 24.275
12: ***
13: ***
14: ***
15: ***
16: ***
255: ***
src 54.175.242.145
1: 204.124.19.98 388.352
2: 208.185.21.173 5.581
3: 64.125.28.14 3.983
4: 64.125.25.166 3.588
5: 64.125.25.137 4.068
6: 64.125.30.232 75.752
7: 64.125.28.197 75.696
8: 64.125.29.20 75.754
9: 64.125.28.102 75.478
10: 64.125.29.44 75.213
11: 64.125.30.249 75.144
12: 64.125.31.42 85.893
13: 64.125.12.30 77.053
14: ***
15: ***
16: 54.239.110.169 99.261
17: 54.239.111.25 75.792
18: 205.251.244.199 105.443
19: ***
20: ***
21: ***
22: ***
23: ***
255: ***
src 54.175.242.145
1: 204.115.118.2 1.221
2: 63.234.91.241 4.759
3: ***
4: 72.165.86.74 10.717
5: ***
6: ***
7: 54.239.110.209 15.845
8: 54.239.109.79 10.777
9: 205.251.245.53 10.306
10: ***
11: ***
12: ***
13: ***
14: ***
255: ***
src 54.175.242.145
1: 10.0.1.1 0.626
2: 128.4.25.1 1.029
3: 128.175.111.135 1.32
4: 128.175.111.137 2.432
5: 216.27.98.37 3.222
6: 216.27.100.18 5.999
7: 64.57.28.18 6.684
8: 64.57.30.41 6.685
9: ***
10: ***
11: 54.239.110.151 14.081
12: 54.239.111.23 7.864
13: 205.251.244.201 7.695
14: ***
15: ***
16: ***
17: ***
18: ***
255: ***
src 54.175.242.145
1: 209.58.135.172 0.328
2: 209.58.135.194 0.428
3: 38.122.94.69 12.763
4: 154.24.30.37 1.46
5: 154.54.5.217 1.755
6: 154.54.6.106 2.296
7: 154.54.10.42 2.225
8: 129.250.6.118 2.236
9: 129.250.4.155 45.679
10: 129.250.3.210 44.353
11: 129.250.201.158 39.428
12: 176.32.125.198 50.523
13: 176.32.125.243 39.796
14: ***
15: ***
16: ***
17: 54.239.110.177 87.428
18: 54.239.111.17 73.76
19: 205.251.244.201 74.129
20: ***
21: ***
22: ***
23: ***
24: ***
255: ***
src 104.88.50.108
1: 38.103.8.17 1.421
2: 64.124.201.81 0.532
3: 64.125.24.254 1.016
4: 64.125.31.105 0.975
5: 64.125.24.9 1.348
6: 64.125.31.22 2.637
7: 64.125.14.70 4.673
8: 129.250.2.120 2.964
9: 129.250.2.148 8.096
10: 129.250.3.98 7.982
11: 104.88.50.108 7.729
src 104.88.50.108
1: 128.210.125.1 0.834
2: 192.5.40.8 1.769
3: 192.5.40.82 2.521
4: 38.104.214.6 3.476
5: 38.104.214.5 3.024
6: 154.24.38.33 2.893
7: 154.54.3.29 6.893
8: 154.54.43.241 9.673
9: 154.54.46.178 9.828
10: 154.54.10.86 9.655
11: 129.250.4.145 9.558
12: 129.250.2.167 24.785
13: 129.250.3.98 28.103
14: 104.88.50.108 27.428
src 104.88.50.108
1: 204.124.19.98 5.454
2: 208.185.21.173 3.754
3: 64.125.28.69 6.16
4: 64.125.31.229 3.517
5: 64.125.31.226 3.174
6: 64.125.31.13 4.18
7: 64.125.14.30 4.965
8: 129.250.3.174 4.422
9: 129.250.3.125 21.45
10: 129.250.2.53 31.621
11: 129.250.4.14 99.558
12: 129.250.3.181 89.631
13: 104.88.50.108 129.612
src 104.88.50.108
1: 204.115.118.2 1.002
2: 63.234.91.241 4.696
3: 67.14.5.26 4.776
4: 129.250.8.157 5.607
5: 104.88.50.108 5.42
src 104.88.50.108
1: 10.0.1.1 0.568
2: 128.4.25.1 52.509
3: 128.175.111.135 1.315
4: 128.175.111.137 3.138
5: 38.112.7.61 3.277
6: 154.54.1.253 3.135
7: 154.54.3.141 5.854
8: 154.54.44.218 6.21
9: 154.54.12.146 7.511
10: 129.250.6.176 5.972
11: 104.88.50.108 5.925
src 104.88.50.108
1: 128.3.124.1 1.372
2: 131.243.244.130 0.54
3: 198.129.78.21 2.595
4: 134.55.40.5 5.007
5: 134.55.50.202 26.561
6: 134.55.49.58 36.479
7: 134.55.43.81 47.512
8: 134.55.36.46 64.589
9: 134.55.221.69 64.913
10: 206.126.236.12 65.182
11: 129.250.2.21 64.832
12: 129.250.2.148 71.164
13: 129.250.3.98 71.154
14: 104.88.50.108 71.01
src 23.198.233.17
1: 128.210.125.1 0.803
2: 192.5.40.10 1.18
3: 192.5.40.65 2.511
4: 192.5.40.82 2.325
5: 149.165.183.90 7.185
6: 206.223.119.96 7.032
7: 209.197.0.189 27.455
8: 69.16.190.26 27.224
9: 23.198.233.17 39.591
src 184.24.74.245
1: 38.103.8.17 5.72
2: 38.112.14.125 0.916
3: 154.54.42.69 2.615
4: 154.54.31.105 2.053
5: 154.54.7.158 12.595
6: 154.54.28.70 26.713
7: 154.54.41.66 32.058
8: 154.54.28.74 33.421
9: 154.54.11.50 33.787
10: 107.14.17.237 43.855
11: 66.109.9.40 45.678
12: 66.109.6.20 47.664
13: 66.109.6.153 43.033
14: 184.24.74.245 43.712
src 184.24.74.245
1: 204.124.19.98 7.22
2: 208.185.21.173 9.434
3: 64.125.28.69 12.204
4: 64.125.31.229 3.51
5: 64.125.31.226 3.666
6: 64.125.30.230 13.779
7: 64.125.28.145 12.037
8: 64.125.30.185 13.062
9: 64.125.26.5 11.772
10: 66.109.7.37 13.608
11: 66.109.1.218 66.325
12: 66.109.6.4 67.126
13: 66.109.3.200 66.217
14: 66.109.6.20 69.88
15: 107.14.17.199 60.641
16: 184.24.74.245 78.98
src 184.24.74.245
1: 128.210.125.1 2.641
2: 192.5.40.10 1.2
3: 192.5.40.65 4.006
4: 192.5.40.82 2.314
5: 64.57.21.13 6.964
6: 64.57.20.54 7.001
7: 107.14.17.197 9.894
8: 66.109.6.189 7.07
9: 184.24.74.245 7.89
src 184.24.74.245
1: 10.0.1.1 3.45
2: 128.4.25.1 1.605
3: 128.175.111.135 1.488
4: 128.175.111.137 2.581
5: 38.112.7.61 3.401
6: 154.54.0.189 3.549
7: 154.54.42.101 7.493
8: 154.54.24.222 17.907
9: 154.54.28.130 32.135
10: 154.54.44.230 37.294
11: 154.54.47.214 37.438
12: 154.54.11.50 37.229
13: 107.14.17.237 44.31
14: 66.109.9.40 45.863
15: 66.109.6.20 46.386
16: 66.109.1.197 50.269
17: 184.24.74.245 43.22
src 54.214.39.210
1: 204.115.118.2 0.828
2: 63.234.91.241 4.854
3: 67.14.4.210 78.002
4: 65.122.235.174 79.757
5: ***
6: ***
7: ***
8: 205.251.232.217 97.502
9: 54.239.48.187 97.3
10: ***
11: ***
12: ***
13: 50.112.0.85 98.302
14: ***
15: ***
16: ***
17: ***
18: ***
255: ***
src 104.73.118.16
1: 38.103.8.17 39.05
2: 38.112.14.125 0.957
3: 154.54.3.5 1.207
4: 154.54.12.250 1.257
5: 129.250.2.23 1.932
6: 129.250.2.87 28.708
7: 129.250.2.185 30.672
8: 104.73.118.16 28.553
src 104.73.118.16
1: 128.210.125.1 0.857
2: 192.5.40.10 1.297
3: 192.5.40.65 2.357
4: 192.5.40.82 2.492
5: 38.104.214.6 4.307
6: 38.104.214.5 3.556
7: 154.24.38.33 2.927
8: 154.54.3.29 6.496
9: 154.54.43.229 9.645
10: 154.54.45.18 9.645
11: 154.54.10.86 9.857
12: 129.250.4.145 10.172
13: 129.250.4.152 32.634
14: 129.250.5.20 35.28
15: 129.250.2.218 53.683
16: 129.250.3.173 54.716
17: 104.73.118.16 53.128
src 23.201.93.67
1: 128.210.125.1 1.477
2: 192.5.40.10 1.46
3: 192.5.40.65 3.438
4: 192.5.40.82 2.382
5: 38.104.214.6 2.511
6: 38.104.214.5 2.993
7: 154.24.38.29 3.939
8: 154.54.3.29 7.09
9: 154.54.43.241 9.466
10: 154.54.46.178 9.374
11: 154.54.10.86 9.906
12: 23.201.93.67 9.246
src 23.46.17.92
1: 38.103.8.17 0.834
2: 38.112.14.125 1.056
3: 154.54.42.69 1.295
4: 63.218.219.101 1.564
5: 63.218.223.26 8.217
6: 63.218.223.26 8.152
7: 23.46.17.92 8.793
src 23.78.202.177
1: 128.3.124.1 1.147
2: 131.243.244.130 0.971
3: 198.129.78.21 3.059
4: 134.55.38.146 2.617
5: 198.129.44.34 2.689
6: 205.171.134.42 68.398
7: 216.206.47.190 69.064
8: 23.78.202.177 69.938
src 104.85.108.28
1: 128.3.124.1 43.256
2: 131.243.244.130 0.63
3: 198.129.78.21 2.56
4: 134.55.38.146 9.17
5: 198.129.44.54 3.374
6: ***
7: 66.198.127.1 3.9
8: 66.198.127.14 4.333
9: 68.86.86.165 4.294
10: 68.86.86.98 13.073
11: 68.86.87.174 73.212
12: 68.86.85.21 71.135
13: 68.86.85.9 71.187
14: 68.86.83.70 70.423
15: 104.85.108.28 70.691
src 66.220.146.49
1: 128.3.124.1 33.911
2: 131.243.244.130 0.666
3: 198.129.78.21 2.765
4: 134.55.38.146 9.247
5: 206.223.116.153 3.441
6: 31.13.26.164 4.921
7: 31.13.25.194 30.474
8: 31.13.28.73 24.771
9: ***
10: ***
11: ***
12: ***
13: 66.220.146.49 24.757
src 107.14.47.81
1: 128.3.124.1 2.373
2: 131.243.244.130 0.572
3: 198.129.78.21 36.79
4: 134.55.38.146 3.15
5: 206.111.6.168 2.725
6: 216.156.84.190 2.766
7: 66.109.6.136 14.598
8: 66.109.6.7 13.225
9: 66.109.1.41 11.176
10: 107.14.47.81 13.909
src 54.148.40.113
1: 128.3.124.1 7.301
2: 131.243.244.130 0.597
3: 198.129.78.21 2.734
4: 134.55.40.5 5.176
5: 134.55.43.21 19.437
6: 207.231.242.12 46.471
7: 52.95.52.156 33.524
8: 52.95.52.161 26.708
9: 205.251.232.90 26.523
10: 205.251.232.149 27.956
11: 54.239.48.177 27.226
12: ***
13: ***
14: ***
15: ***
16: ***
255: ***
src 23.61.70.111
1: 128.3.124.1 1.544
2: 131.243.244.130 0.517
3: 198.129.78.21 2.528
4: 134.55.40.5 5.715
5: 134.55.50.202 26.055
6: 134.55.49.58 36.513
7: 134.55.43.81 50.073
8: 134.55.38.162 47.526
9: 206.223.119.12 50.211
10: 129.250.4.222 48.131
11: 23.61.70.111 47.7
src 72.246.65.172
1: 128.3.124.1 2.35
2: 131.243.244.130 0.644
3: 198.129.78.21 2.618
4: 134.55.38.146 9.389
5: 198.129.44.54 3.368
6: ***
7: ***
8: 66.198.127.26 87.605
9: 66.110.57.81 87.561
10: 66.110.72.5 87.078
11: 63.243.152.61 88.982
12: 63.243.152.146 87.237
13: 72.246.65.172 85.761
src 23.213.214.165
1: 128.3.124.1 62.951
2: 131.243.244.130 0.589
3: 198.129.78.21 2.504
4: 134.55.40.5 5.029
5: 134.55.50.202 26.065
6: 134.55.49.58 36.635
7: 134.55.43.81 47.869
8: 134.55.38.162 47.573
9: 206.223.119.12 49.446
10: 129.250.4.222 49.581
11: 23.213.214.165 47.758
src 23.52.88.70
1: 128.3.124.1 1.569
2: 131.243.244.130 0.572
3: 198.129.78.21 2.992
4: 134.55.38.146 23.54
5: 66.220.6.249 8.743
6: 213.248.67.105 3.281
7: 80.91.248.189 71.315
8: 62.115.115.154 71.367
9: 23.52.88.70 69.462
src 104.16.36.249
1: 128.3.124.1 2.424
2: 131.243.244.130 0.529
3: 198.129.78.21 2.52
4: 134.55.38.146 22.009
5: 206.223.116.19 2.651
6: 69.22.130.242 2.801
7: 104.16.36.249 2.706
src 104.67.82.241
1: 128.3.124.1 1.23
2: 131.243.244.130 0.502
3: 198.129.78.21 2.447
4: 134.55.38.146 4.842
5: 66.220.6.249 9.217
6: 64.62.171.66 7.319
7: 12.122.114.54 52.187
8: ***
9: 12.122.85.97 55.621
10: 12.120.5.186 51.601
11: 12.120.85.104 52.45
12: 104.67.82.241 51.581
src 54.243.70.188
1: 128.3.124.1 43.76
2: 131.243.244.130 0.801
3: 198.129.78.21 2.846
4: 134.55.40.5 5.107
5: 134.55.50.202 26.046
6: 134.55.49.58 37.226
7: 134.55.43.81 47.973
8: 134.55.38.162 47.625
9: 206.223.119.98 47.623
10: 52.95.62.132 57.144
11: 52.95.62.145 47.666
12: ***
13: ***
14: ***
15: ***
16: 54.239.110.227 80.999
17: 54.239.109.115 65.941
18: 205.251.245.41 65.635
19: ***
20: ***
21: ***
22: ***
23: ***
255: ***
src 66.211.162.91
1: 128.3.124.1 1.01
2: 131.243.244.130 0.524
3: 198.129.78.21 2.615
4: 134.55.38.146 2.594
5: 198.129.44.34 2.638
6: ***
7: ***
8: ***
9: ***
10: ***
255: ***
src 184.85.69.242
1: 128.3.124.1 1.174
2: 131.243.244.130 0.527
3: 198.129.78.21 2.857
4: 134.55.38.146 24.446
5: 206.223.116.200 3.107
6: 63.218.72.226 12.158
7: 63.218.212.82 11.134
8: 184.85.69.242 11.198
src 8.26.201.125
1: 128.3.124.1 96.057
2: 131.243.244.130 0.531
3: 198.129.78.21 2.469
4: 134.55.38.146 66.302
5: 66.220.6.249 5.918
6: 184.105.223.250 11.014
7: ***
8: 4.69.138.196 85.739
9: 4.69.138.196 85.807
10: ***
11: ***
12: ***
13: ***
14: ***
255: ***
src 8.12.196.253
1: 128.3.124.1 9.944
2: 131.243.244.130 0.525
3: 198.129.78.21 2.458
4: 134.55.38.146 8.588
5: 66.220.6.249 8.956
6: 184.105.223.250 11.125
7: ***
8: 4.69.138.196 74.429
9: 4.69.138.196 74.54
10: ***
11: ***
12: ***
13: ***
14: ***
255: ***
src 199.59.149.198
1: 128.3.124.1 5.3
2: 131.243.244.130 0.514
3: 198.129.78.21 2.486
4: 134.55.38.146 2.568
5: 206.223.116.12 3.179
6: 129.250.196.98 2.743
7: ***
8: 199.59.149.198 6.512
src 23.72.76.164
1: 128.3.124.1 1.546
2: 131.243.244.130 0.525
3: 198.129.78.21 2.485
4: 134.55.38.146 10.885
5: 66.220.6.249 9.674
6: 64.62.171.66 7.93
7: 12.122.114.54 54.465
8: ***
9: 12.122.85.97 54.274
10: 12.120.5.186 51.36
11: 12.120.85.64 78.815
12: 23.72.76.164 51.349
src 23.196.171.40
1: 128.3.124.1 6.18
2: 131.243.244.130 0.512
3: 198.129.78.21 2.424
4: 134.55.40.5 4.989
5: 134.55.50.202 25.964
6: 134.55.49.58 36.485
7: 134.55.43.81 47.535
8: 134.55.36.46 64.61
9: 134.55.221.69 64.881
10: 206.126.236.19 64.582
11: 89.149.128.141 65.078
12: 69.31.31.162 65.726
13: 23.196.171.40 65.397
src 104.88.107.132
1: 128.3.124.1 1.403
2: 131.243.244.130 0.533
3: 198.129.78.21 2.461
4: 134.55.40.5 4.983
5: 134.55.50.202 25.955
6: 134.55.49.58 36.475
7: 134.55.43.81 65.643
8: 134.55.36.46 64.623
9: 134.55.221.73 95.347
10: 206.126.236.12 65.048
11: 129.250.2.21 66.031
12: 129.250.2.148 71.084
13: 129.250.3.98 70.946
14: 104.88.107.132 71.201
src 23.213.192.152
1: 128.3.124.1 2.51
2: 131.243.244.130 0.526
3: 198.129.78.21 2.427
4: 134.55.40.5 4.993
5: 134.55.50.202 25.926
6: 134.55.49.58 36.474
7: 134.55.43.81 47.502
8: 134.55.38.162 47.462
9: 206.223.119.12 47.945
10: 129.250.4.222 48.168
11: 23.213.192.152 47.709
src 23.195.252.206
1: 128.3.124.1 0.774
2: 131.243.244.130 0.512
3: 198.129.78.21 2.95
4: 134.55.38.146 22.039
5: 198.129.44.54 2.711
6: ***
7: ***
8: 66.198.127.26 87.4
9: 66.110.57.81 87.57
10: 66.110.72.5 87.337
11: 63.243.152.61 89.668
12: 63.243.152.146 85.859
13: 23.195.252.206 85.489
src 23.220.254.43
1: 128.3.124.1 49.791
2: 131.243.244.130 0.527
3: 198.129.78.21 2.445
4: 134.55.38.146 2.608
5: 66.220.6.249 2.813
6: 64.62.171.66 8.811
7: 12.122.114.54 54.906
8: ***
9: 12.122.85.97 52.689
10: 12.120.5.186 51.682
11: 12.120.85.84 52.16
12: 23.220.254.43 51.571
src 23.213.180.22
1: 128.3.124.1 1.531
2: 131.243.244.130 0.549
3: 198.129.78.21 2.472
4: 134.55.40.5 5.025
5: 134.55.50.202 25.942
6: 134.55.49.58 36.481
7: 134.55.43.81 69.103
